accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
RS_GCF_000007465.2	0	100	0	471	o__Lactobacillales (UID544)	267	0	1739040	85.5437362421	1	748699	36.8286582141	2032925	RS_GCF_006739205.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	not type material	none	f	1	1	2032925	2032925	2032925	5	2896	NC_004350.2-#4	2032925	5	109	NC_004350.2-#5	2896	5349	0	100	AOBY01000002.1248689.1251592	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans KK21	2032925	2032925	t	f	f	2032925	2032925	Complete Genome	ASM746v2	n/a	PRJNA57947	SAMN02604090	none	none	none	2011-9-1	GCA_000007465.2	none	full	none	none	none	1	0	Streptococcus mutans UA159	1958	reference genome	15	none	none	none	none	none	2011/09/01	0	1309	5	UA159	Univ. Oklahoma	210007	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans;x__Streptococcus mutans UA159	0	2032925	11	64	none	2032925	0	none	1897	1	2032925	5	1553	2857	0	99.871	4350748	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1553	NC_004350.2-#4	1551	2865	0	100	AE014133.1687509.1689060	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans UA159	0	20	64	0
RS_GCF_000007485.1	0	76.27	0	286	o__Actinomycetales (UID1572)	171	0	815935	87.9901175775	1	429638	46.3319972005	927303	RS_GCF_000007485.1	t	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Tropheryma;s__Tropheryma whipplei	type strain of species	LPSN; DSMZ	t	1	1	927303	927303	927303	1	3083	NC_004572.3	927303	1	100	NC_004572.3	3083	5694	0	100	CAUQ020000044.2390.5486	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Tropheryma;Tropheryma whipplei str. Dig10	927303	927303	f	f	t	927303	927303	Complete Genome	ASM748v1	n/a	PRJNA224116	SAMN02603248	none	none	none	2003-2-24	GCA_000007485.1	none	full	none	none	none	1	0	Tropheryma whipplei str. Twist	856	representative genome	3	none	none	none	none	none	2003/02/24	0	2039	1	Twist	Genoscope	203267	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__;g__Tropheryma;s__Tropheryma whipplei	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;x__unclassified Micrococcales;g__Tropheryma;s__Tropheryma whipplei;x__Tropheryma whipplei str. Twist	0	927303	11	50	assembly from type material	927303	0	none	934	1	927303	1	1518	2804	0	100	12297	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__;s__	1518	NC_004572.3	1518	2804	0	100	AE014184.213475.214999	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Cellulomonadaceae;Tropheryma;Tropheryma whipplei str. Twist	0	20	50	0
RS_GCF_000007505.1	0	99.5	0.8	1400	g__Brucella (UID3486)	225	0	2862595	86.3482319938	2	1897981	57.2513064921	3315175	RS_GCF_000007125.1	f	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Brucella;s__Brucella melitensis	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	2107794	2107794	2107794	3	2902	NC_004310.3	2107794	3	109	NC_004310.3	2902	5360	0	100	ACJK01000036.1972.4880	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella;Brucella suis bv. 4 str. 40	1657587	1657587	t	f	f	2107794	2107794	Complete Genome	ASM750v1	n/a	PRJNA224116	SAMN02603682	none	none	none	2004-10-13	GCA_000007505.1	none	full	none	none	none	2	1	Brucella suis 1330	3290	na	9	none	none	none	none	none	2004/10/13	0	29461	3	1330	NITE/TIGR	204722	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella suis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Brucella;s__Brucella suis;x__Brucella suis 1330	0	3315175	11	55	assembly from type material	3315175	0	none	3103	2	2107794	3	1481	2736	0	100	658919	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Brucellaceae;g__Ochrobactrum;s__	1481	NC_004310.3	1481	2736	0	100	ACJD01000006.200939.202423	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Brucella;Brucella ceti str. Cudo	0	20	55	0
RS_GCF_000007525.1	0	100	0	476	f__Bifidobacteriaceae (UID1462)	217	0	1963286	86.8608385031	2	1359038	60.1273478431	2260266	RS_GCF_000196555.1	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	not type material	none	f	1	1	2256640	2256640	2256640	4	3047	NC_004307.2-#4	none	0	none	none	3047	5627	0	100	AE014295.1910860.1913926	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum NCC2705	1130133	1130133	f	f	t	2256640	2256640	Complete Genome	ASM752v1	n/a	PRJNA57939	SAMN02603675	none	none	none	2005-1-21	GCA_000007525.1	none	full	none	none	none	2	0	Bifidobacterium longum NCC2705	1728	reference genome	12	none	none	none	none	none	2005/01/21	0	216816	4	NCC2705	Nestle Research Center, Switzerland	206672	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum;x__Bifidobacterium longum NCC2705	0	2260266	11	56	none	2260266	0	none	1833	2	2256640	4	1522	2811	0	100	325855	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__longum	1522	NC_004307.2-#4	1522	2811	0	100	AP010890.1581481.1583010	Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium longum subsp. infantis 157F	0	20	56	0
RS_GCF_000007545.1	11	100	0.04	1168	f__Enterobacteriaceae (UID5139)	339	0	4159782	86.8075094935	1	2494291	52.0516908565	4791961	RS_GCF_000006945.2	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	not type material	none	f	1	1	4791961	4791961	4791961	7	3003	NC_004631.1-#3	4791961	7	491	NC_004631.1-#7	3003	5546	0	100	AE014613.3580665.3583671	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4791961	4791961	t	f	f	4791961	4791961	Complete Genome	ASM754v1	n/a	PRJNA224116	SAMN02604095	none	none	none	2003-3-21	GCA_000007545.1	none	full	none	none	none	1	7	Salmonella enterica subsp. enterica serovar Typhi str. Ty2	4858	na	22	none	none	none	none	none	2003/03/21	0	28901	7	Ty2	Univ. Wisconsin	209261	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica;sb__Salmonella enterica subsp. enterica;x__Salmonella enterica subsp. enterica serovar Typhi;x__Salmonella enterica subsp. enterica serovar Typhi str. Ty2	0	4791961	11	78	none	4791961	0	none	4633	1	4791961	7	1540	2793	0	99.416	54877	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__enterica	1539	NC_004631.1-#3	1539	2843	0	100	CP002099.2691210.2692764	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;Salmonella enterica subsp. enterica serovar Typhi str. Ty21a	0	20	78	1
RS_GCF_000007565.2	0	99.97	1.2	1389	g__Pseudomonas (UID4525)	369	0	5475244	88.5693381278	1	3803337	61.5240235443	6181873	RS_GCF_003671955.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E hunanensis	not type material	none	f	1	1	6181873	6181873	6181873	7	2888	NC_002947.4-#4	6181873	7	334	NC_002947.4-#7	2888	5334	0	100	CP002290.550035.552936	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida BIRD-1	6181873	6181873	t	f	f	6181873	6181873	Complete Genome	ASM756v2	n/a	PRJNA57843	SAMN02603999	none	none	none	2016-2-26	GCA_000007565.2	none	full	none	none	none	1	3	Pseudomonas putida KT2440	5565	reference genome	22	none	none	none	none	none	2016/02/26	0	303	7	KT2440	TIGR	160488	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas putida	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__Pseudomonas putida group;s__Pseudomonas putida;x__Pseudomonas putida KT2440	0	6181873	11	75	none	6181873	0	none	5584	1	6181873	7	1532	2813	0	99.804	4458805	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	1532	NC_002947.4-#4	1532	2824	0	99.935	LT799039.3692335.3693875	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas putida	0	20	74	0
RS_GCF_000007585.1	0	99.92	0	475	f__Porphyromonadaceae (UID2622)	318	0	2011083	85.8162404906	1	1131616	48.2879278474	2343476	RS_GCF_000010505.1	f	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	not type material	none	f	1	1	2343476	2343476	2343476	4	2888	NC_002950.2-#4	2343476	4	105	NC_002950.2-#4	2888	5334	0	100	CP011995.827907.830801	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis	2343476	2343476	t	f	f	2343476	2343476	Complete Genome	ASM758v1	n/a	PRJNA224116	SAMN02603720	none	none	none	2003-9-2	GCA_000007585.1	none	full	none	none	none	1	0	Porphyromonas gingivalis W83	2027	na	12	none	none	none	none	none	2003/09/02	0	837	4	W83	Porphyromonas gingivalis Genome Project	242619	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gingivalis;x__Porphyromonas gingivalis W83	0	2343476	11	53	none	2343476	0	none	2013	1	2343476	4	1527	2809	0	99.869	1526277	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	1527	NC_002950.2-#4	1520	2796	0	99.868	AP012203.404406.405925	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis TDC60	0	20	53	0
RS_GCF_000007605.1	0	99.49	0	301	k__Bacteria (UID2993)	197	0	1067260	90.3419460349	2	462922	39.1856476794	1181356	RS_GCF_000007605.1	t	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydophila;s__Chlamydophila caviae	type strain of species	LPSN; DSMZ; StrainInfo	f	1	1	1173390	1173390	1173390	1	2931	NC_003361.3	1173390	1	108	NC_003361.3	2931	5413	0	100	AE015925.1020808.1023753	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydophila caviae GPIC	590678	590678	t	f	f	1173390	1173390	Complete Genome	ASM760v1	n/a	PRJNA224116	SAMN02603993	none	none	none	2003-04-14	GCA_000007605.1	none	full	GPIC	none	none	2	0	Chlamydia caviae GPIC	995	representative genome	3	none	none	none	none	none	2003/04/14	0	83557	1	GPIC	TIGR	227941	d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia caviae	d__Bacteria;x__PVC group;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;x__Chlamydia/Chlamydophila group;g__Chlamydia;s__Chlamydia caviae;x__Chlamydia caviae GPIC	0	1181356	11	38	assembly from type material	1181356	0	none	1003	2	1173390	1	1545	2826	0	99.676	820546	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydophila;s__caviae	1549	NC_003361.3	1546	2856	0	100	AE015925.1023978.1025525	Bacteria;Chlamydiae;Chlamydiae;Chlamydiales;Chlamydiaceae;Chlamydia;Chlamydophila caviae GPIC	0	20	38	0
RS_GCF_000007625.1	0	98.28	0.14	404	g__Clostridium (UID1380)	145	0	2519713	87.6930380154	2	822936	28.6404673597	2873333	RS_GCF_900167265.1	f	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_G;s__Clostridium_G tetani	not type material	none	f	1	1	2799251	2799251	2799251	6	2891	NC_004557.1-#3	2799251	6	111	NC_004557.1-#4	2891	5315	0	99.862	JRGH01000019.28.2927	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium;Clostridium tetani ATCC 9441	1436666	1436666	t	f	f	2799251	2799251	Complete Genome	ASM762v1	n/a	PRJNA224116	SAMN02603289	none	none	none	2003-2-5	GCA_000007625.1	none	full	none	none	none	2	1	Clostridium tetani E88	2750	representative genome	18	none	none	none	none	none	2003/02/05	0	1513	6	Massachusetts	Gottingen Genomics Laboratory	212717	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium tetani	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium tetani;x__Clostridium tetani E88	0	2873333	11	54	none	2873333	0	none	2799	2	2799251	6	1510	2789	0	100	2234838	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__tetani	1510	NC_004557.1-#4	1505	2780	0	100	AE015927.41801.43309	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 1;Clostridium sensu stricto 15;Clostridium tetani E88	0	20	54	0
RS_GCF_000007645.1	0	99.81	0	773	g__Staphylococcus (UID294)	178	0	2123830	82.812819858	7	821855	32.0459406188	2564615	RS_GCF_006742205.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	not type material	none	f	1	1	2499279	2499279	2499279	5	2917	NC_004461.1-#2	2499279	6	109	NC_004461.1-#2	2917	5382	0	99.966	LORL01000002.741331.744261	Bacteria;Firmicutes;Bacilli;Bacillales;Stapyhlococcaceae;Staphylococcus;Staphylococcus epidermidis	366373	366373	t	f	f	2499279	2499279	Complete Genome	ASM764v1	n/a	PRJNA57861	SAMN02603126	none	none	none	2002-12-20	GCA_000007645.1	none	full	none	none	none	7	0	Staphylococcus epidermidis ATCC 12228	2482	reference genome	16	none	none	none	none	none	2002/12/20	0	1282	5	ATCC 12228	Chinese National HGC, Shanghai	176280	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus epidermidis;x__Staphylococcus epidermidis ATCC 12228	0	2564615	11	58	none	2564615	0	none	2354	7	2499279	5	1548	2804	0	99.354	4320246	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__epidermidis	1548	NC_004461.1-#2	1548	2859	0	100	AE015929.2380573.2382126	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus epidermidis ATCC 12228	0	20	58	0
RS_GCF_000007665.1	0	98.63	0.51	399	o__Actinomycetales (UID1593)	197	0	2231171	86.3403476103	1	1748856	67.676047672	2584158	RS_GCF_000007665.1	t	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leifsonia;s__Leifsonia xyli_C	not type material	none	f	1	1	2584158	2584158	2584158	1	3107	NC_006087.1	2584158	1	109	NC_006087.1	3107	5738	0	100	LNZG01000004.10102.13212	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia xyli subsp. xyli	2584158	2584158	t	f	f	2584158	2584158	Complete Genome	ASM766v1	n/a	PRJNA224116	SAMN02603772	none	none	none	2004-8-4	GCA_000007665.1	none	full	none	none	none	1	0	Leifsonia xyli subsp. xyli str. CTCB07	2503	na	3	none	none	none	none	none	2004/08/04	0	1575	1	CTCB07	Sao Paulo state (Brazil) Consortium	281090	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leifsonia;s__Leifsonia xyli	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leifsonia;s__Leifsonia xyli;sb__Leifsonia xyli subsp. xyli;x__Leifsonia xyli subsp. xyli str. CTCB07	0	2584158	11	45	none	2584158	0	none	2765	1	2584158	1	1521	2747	0	99.277	12159	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Cryocola;s__	1521	NC_006087.1	1482	2737	0	100	DQ232616.1.1500	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Leifsonia;Leifsonia xyli subsp. xyli	0	20	45	0
RS_GCF_000007685.1	0	96.47	0	140	k__Bacteria (UID2495)	85	0	3501770	75.6752329511	2	1621630	35.0443427211	4627366	RS_GCF_900156205.1	f	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira interrogans	not type material	none	f	1	1	4277185	4277185	4277185	2	2953	NC_005823.1	4277185	1	110	NC_005823.1	2953	5454	0	100	JFZO01000123.28732.31698	Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;Leptospira interrogans serovar Manilae	2313683	2313683	t	f	f	4277185	4277185	Complete Genome	ASM768v1	n/a	PRJNA224116	SAMN02603847	none	none	none	2004-3-22	GCA_000007685.1	none	full	none	none	none	2	0	Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	4048	na	5	none	none	none	none	none	2004/03/22	0	173	2	Fiocruz L1-130	Sao Paulo state (Brazil) Consortium	267671	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira interrogans	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Leptospirales;f__Leptospiraceae;g__Leptospira;s__Leptospira interrogans;x__Leptospira interrogans serovar Copenhageni;x__Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	0	4627366	11	37	none	4627366	0	none	3685	2	4277185	2	1504	2778	0	100	4415801	k__Bacteria;p__Spirochaetes;c__[Leptospirae];o__[Leptospirales];f__Leptospiraceae;g__Leptospira;s__	1505	NC_005823.1	1505	2780	0	100	AE016823.1862433.1863944	Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae;Leptospira;Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130	0	20	37	0
RS_GCF_000007705.1	0	99.04	0.45	387	c__Betaproteobacteria (UID3888)	234	0	4202400	88.4514678768	1	3080303	64.8337430647	4751080	RS_GCF_000007705.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Chromobacterium;s__Chromobacterium violaceum	type strain of species	LPSN; DSMZ; StrainInfo	t	1	1	4751080	4751080	4751080	8	2884	NC_005085.1-#8	4751080	8	313	NC_005085.1-#2	2884	5326	0	100	MUKS01000042.243.3137	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;Chromobacterium;Chromobacterium violaceum	4751080	4751080	t	f	f	4751080	4751080	Complete Genome	ASM770v1	n/a	PRJNA224116	SAMN02603528	none	none	none	2003-8-22	GCA_000007705.1	none	full	none	none	none	1	1	Chromobacterium violaceum ATCC 12472	4316	representative genome	25	none	none	none	none	none	2003/08/22	0	536	8	ATCC 12472	LNCC, Brazil	243365	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;g__Chromobacterium;s__Chromobacterium violaceum	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Chromobacteriaceae;x__Chromobacterium group;g__Chromobacterium;s__Chromobacterium violaceum;x__Chromobacterium violaceum ATCC 12472	0	4751080	11	98	assembly from type material	4751080	0	none	4298	1	4751080	8	1532	2830	0	100	129307	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Chromobacterium;s__	1532	NC_005085.1-#8	1532	2830	0	100	MUKS01000046.126.1671	Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Chromobacteriaceae;Chromobacterium;Chromobacterium violaceum	0	20	98	0
RS_GCF_000007725.1	0	97.18	0	126	k__Bacteria (UID2495)	71	0	506219	81.8622559951	2	156707	25.3415785465	618379	RS_GCF_000007725.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Buchnera;s__Buchnera aphidicola_H	not type material	none	f	1	1	615980	615980	615980	1	2919	NC_004545.1	615980	1	96	NC_004545.1	2919	5391	0	100	AE016826.508105.511028	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera;Buchnera aphidicola str. Bp (Baizongia pistaciae)	309189	309189	t	f	f	615980	615980	Complete Genome	ASM772v1	n/a	PRJNA224116	SAMN02604289	none	none	none	2003-1-29	GCA_000007725.1	none	full	none	none	none	2	0	Buchnera aphidicola str. Bp	523	representative genome	3	none	none	none	none	none	2003/01/29	0	9	1	Bp (Baizongia pistaciae)	Valencia Univ.	224915	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Buchnera;s__Buchnera aphidicola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Buchnera;s__Buchnera aphidicola;x__Buchnera aphidicola (Baizongia pistaciae);x__Buchnera aphidicola str. Bp (Baizongia pistaciae)	0	618379	11	31	none	618379	0	none	525	2	615980	1	1556	2874	0	100	79454	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Buchnera;s__	1556	NC_004545.1	1519	2806	0	100	AE016826.266932.268450	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera;Buchnera aphidicola str. Bp (Baizongia pistaciae)	0	19	31	0
